city,name,price,enterprise,alias,string_len
北京,熙悦晴翠,68000,其他,熙悦晴翠,4
北京,奥森春晓,63000,其他,奥森春晓,4
北京,越秀天恒怀山府,36000,其他,越秀天恒怀山府,7
北京,西山金茂府,55000,金茂,西山府,3
北京,熙悦雲上,65000,其他,熙悦雲上,4
北京,碧桂园和世界,58000,碧桂园,和世界,3
北京,中绿东岳府,71000,其他,中绿东岳府,5
北京,京能丽墅,29000,其他,京能丽墅,4
北京,龙湖北辰揽境,56000,龙湖,揽境,2
北京,悦谷新城,20000,其他,悦谷新城,4
北京,中建宸庐云起,40000,中建,宸庐云起,4
北京,中昂时代广场,35000,其他,中昂时代广场,6
北京,柏林郡,75000,其他,柏林郡,3
北京,翡翠西湖,37000,其他,翡翠西湖,4
长春,青阳华府,9500,其他,青阳华府,4
长春,嘉惠燕京十里,6000,其他,嘉惠燕京十里,6
长春,长春国际影都,8900,其他,国际影都,4
长春,兆丰青年路玖号,8500,其他,兆丰青年路玖号,7
长春,宏运置地幸福美郡,5100,置地,宏运幸福美郡,6
长春,栖乐荟硅谷智造,11000,其他,栖乐荟硅谷智造,7
长春,万龙银河城,7300,其他,万龙银河城,5
长春,晟鑫康诗丹郡,12500,其他,晟鑫康诗丹郡,6
长春,德辉首府,9000,其他,德辉首府,4
长春,万科翡翠滨江,12000,万科,翡翠滨江,4
长春,亚泰山语湖,16000,其他,亚泰山语湖,5
长春,中海盛世城,9500,中海,盛世城,3
长春,中海龙玺,10500,中海,龙玺,2
长春,华润置地万象府,12000,华润,万象府,3
长春,华方状元府,8000,其他,华方状元府,5
长春,明宇金融广场,8000,其他,明宇金融广场,6
长春,新星宇摩登公园,9600,其他,新星宇摩登公园,7
长春,良品柏宏筑福里,9300,其他,良品柏宏筑福里,7
长春,国信南山,11000,国信,南山,2
长春,保利溪湖林语,12500,保利,溪湖林语,4
长春,高新君園,10500,其他,高新君園,4
长春,大众置业春江明月,12000,其他,大众置业春江明月,8
长春,新星宇裕府,8500,其他,新星宇裕府,5
长春,雨润星雨华府,6900,其他,雨润星雨华府,6
长春,中海尚学府,9500,中海,尚学府,3
长春,宝裕悦兰湾,11500,其他,宝裕悦兰湾,5
长春,碧桂园雲鼎,15000,碧桂园,雲鼎,2
长春,天茂湖,16000,其他,天茂湖,3
长春,吴中桃花源,13500,其他,吴中桃花源,5
长春,御翠湾,12000,其他,御翠湾,3
长春,嘉惠燕京府,13500,其他,嘉惠燕京府,5
长春,万科惠斯勒小镇,11000,万科,惠斯勒小镇,5
长春,金越逸墅蓝湾,11500,其他,金越逸墅蓝湾,6
长春,新星宇之悦,11000,其他,新星宇之悦,5
长春,上东城市之光,16000,其他,上东城市之光,6
长春,万星北城上院,8800,其他,万星北城上院,6
长春,澳海富春山居,12500,其他,澳海富春山居,6
长春,新星宇和悦,9700,其他,新星宇和悦,5
长春,保利净月和府,10500,保利,净月和府,4
长春,御翠园,9000,其他,御翠园,3
长春,融创洋浦壹號,8500,融创,洋浦壹號,4
长春,中海閲麓山,13500,中海,閲麓山,3
长春,长安里,13000,其他,长安里,3
长春,中国铁建西派唐颂,13500,中国铁建,西派唐颂,4
长春,长春国际金融中心,26000,其他,国际金融中心,6
长春,万科溪望,12000,万科,溪望,2
长春,红星观棠源筑,8600,红星,观棠源筑,4
长春,华润置地公元九里,8800,华润,公元九里,4
长春,力旺孔雀林,9500,其他,力旺孔雀林,5
长春,信达万科翡翠学院,15000,万科,信达翡翠学院,6
长春,世茂莲花山小镇,10500,世茂,莲花山小镇,5
长春,君地天城,8400,其他,君地天城,4
长春,国信南山翰林府,9300,国信,南山翰林府,5
长春,国信净月府,14700,国信,净月府,3
长春,新星宇诗书世家,10500,其他,新星宇诗书世家,7
长春,华润崑崙御,11600,华润,崑崙御,3
长春,长春远大购物广场,13000,其他,远大购物广场,6
长春,融汇中央广场,11500,其他,融汇中央广场,6
长春,龙腾香格里,8600,其他,龙腾香格里,5
长春,绿地金成汇,16000,绿地,金成汇,3
长春,希派创意城,11000,其他,希派创意城,5
长春,魔力PARK,12000,其他,魔力PARK,6
长春,金盛九里新城,8500,其他,金盛九里新城,6
长春,吴中姑苏院,15000,其他,吴中姑苏院,5
长春,阳光硅谷,9300,其他,阳光硅谷,4
长春,倚澜观邸,13500,其他,倚澜观邸,4
长春,垠禄新界,14000,其他,垠禄新界,4
长春,吴中尚玲珑,17000,其他,吴中尚玲珑,5
长春,万盛珑玺,9000,其他,万盛珑玺,4
长春,力旺新大麓,7800,其他,力旺新大麓,5
长春,天禄金典名城,9000,其他,天禄金典名城,6
长春,中海玺悦,12000,中海,玺悦,2
长春,保利和光尘樾,11500,保利,和光尘樾,4
长春,南郡瀚府,11000,其他,南郡瀚府,4
长春,融汇中央广场公寓,8000,其他,融汇中央广场公寓,8
长春,恒居壹号,5100,其他,恒居壹号,4
长春,华大城,8500,其他,华大城,3
长春,亚泰IN拾光,9500,其他,亚泰IN拾光,6
长春,金地风華雅筑,13400,金地,风華雅筑,4
长春,万科金域蓝湾,12500,万科,金域蓝湾,4
长春,富诚尚品,4900,其他,富诚尚品,4
长春,中东港,9400,其他,中东港,3
长春,硅谷京苑,5000,其他,硅谷京苑,4
长春,力旺中车城,7500,其他,力旺中车城,5
长春,顺达理想城,4800,其他,顺达理想城,5
长春,双泽润和园,6300,其他,双泽润和园,5
长春,华源公园1号,8350,其他,华源公园1号,6
长春,岭城一号,4600,其他,岭城一号,4
长春,万晟新阳光,4800,其他,万晟新阳光,5
长春,碧桂园星钻,9000,碧桂园,星钻,2
长春,新大赛维利亚小镇,5500,其他,新大赛维利亚小镇,8
长春,中顺南苑,13500,中顺,南苑,2
长春,塞纳阳光,8300,其他,塞纳阳光,4
长春,书香蓝郡,5300,其他,书香蓝郡,4
长春,金地江山風華,12500,金地,江山風華,4
长春,城开泰和嘉园,15000,城开,泰和嘉园,4
长春,天泽凯旋华府,9000,其他,天泽凯旋华府,6
长春,嘉惠九里,12000,其他,嘉惠九里,4
长春,万龙国际城,9600,其他,万龙国际城,5
长春,澳海澜郡,7500,其他,澳海澜郡,4
长春,阳光庄园,6500,其他,阳光庄园,4
长春,华西御园,14000,其他,华西御园,4
长春,祥和家园,4300,其他,祥和家园,4
长春,力旺林溪湖,10000,其他,力旺林溪湖,5
长春,万科向日葵小镇,7500,万科,向日葵小镇,5
长春,珍珠公馆,18000,其他,珍珠公馆,4
长春,金地名著,11000,金地,名著,2
长春,天泽教育城,8500,其他,天泽教育城,5
长春,旭辉理想城,8500,旭辉,理想城,3
长春,复地卡伦湖生态城,6500,其他,复地卡伦湖生态城,8
长春,国泰RioMall,11500,其他,国泰RioMall,9
长春,龙湖天宸原著,14500,龙湖,天宸原著,4
长春,学府桃源里,5200,其他,学府桃源里,5
长春,招商学府1872,12000,招商,学府1872,6
长春,碧桂园时代之光,8500,碧桂园,时代之光,4
长春,保利时光印象,13000,保利,时光印象,4
长春,大禹华邦,8300,其他,大禹华邦,4
长春,新星宇金麟府,11500,其他,新星宇金麟府,6
长春,中铁逸境,9500,中铁,逸境,2
长春,阳光一品,6600,其他,阳光一品,4
长春,青怡坊雲琅,8700,其他,青怡坊雲琅,5
长春,万科星光城,10000,万科,星光城,3
长春,尚德华樾,4500,其他,尚德华樾,4
长春,顺达书香苑,4600,其他,顺达书香苑,5
长春,江南公馆,5500,其他,江南公馆,4
长春,香港城,8600,其他,香港城,3
长春,书香蓝郡东苑,5300,其他,书香蓝郡东苑,6
长春,云邸,12000,其他,云邸,2
长春,龙腾英才时代,8600,其他,龙腾英才时代,6
长春,华润置地紫境,12500,华润,紫境,2
长春,保利云上,14500,保利,云上,2
长春,中顺碧水园,16500,中顺,碧水园,3
长春,水韵铭城,5200,其他,水韵铭城,4
长春,大众置业湖滨公园壹号御湖,11500,其他,大众置业湖滨公园壹号御湖,12
长春,中东红街,13000,其他,中东红街,4
长春,龙湖中铁建云璟,13500,龙湖,云璟,2
长春,嘉惠喜山,8500,其他,嘉惠喜山,4
长春,万龙净月上院,12000,其他,万龙净月上院,6
长春,新星宇揽悦,12000,其他,新星宇揽悦,5
长春,万龙建阳府,12000,其他,万龙建阳府,5
长春,宝新财富中心,19000,其他,宝新财富中心,6
长春,晰晰悦府,12000,其他,晰晰悦府,4
长春,力旺荣禧,7200,其他,力旺荣禧,4
长春,龍府御澋園,5400,其他,龍府御澋園,5
长春,高新嘉悦,6300,其他,高新嘉悦,4
长春,中邑华章,10500,其他,中邑华章,4
长春,融创大河宸院,11500,融创,大河宸院,4
长春,万科溪望荟,12000,万科,溪望荟,3
长春,金地时代中心,7500,金地,时代中心,4
长春,国泰云禧,9000,其他,国泰云禧,4
长春,中邑尚都城,8500,其他,中邑尚都城,5
长春,中海云麓公馆,15000,中海,云麓公馆,4
长春,万隆伟业京学府,5000,其他,万隆伟业京学府,7
长春,龙湖舜山府,14200,龙湖,舜山府,3
长春,保利拾光年,11300,保利,拾光年,3
长春,阳光美湖天地新都,7890,其他,阳光美湖天地新都,8
长春,华润中心,17000,华润,中心,2
长春,吴中凯旋府,7888,其他,吴中凯旋府,5
长春,保利阅云台,9800,保利,阅云台,3
长春,吉盛碧海华庭滟澜山,4850,其他,吉盛碧海华庭滟澜山,9
长春,天茂未来城,7500,其他,天茂未来城,5
长春,华润置地大江玖悦,10500,华润,大江玖悦,4
滁州,中州国际广场,14000,其他,中州国际广场,6
滁州,碧桂园欧洲城,7800,碧桂园,欧洲城,3
滁州,碧桂园晚亭印象,5800,碧桂园,晚亭印象,4
滁州,滁州碧桂园十里春风,6000,碧桂园,十里春风,4
滁州,富力乌衣水镇,6800,富力,乌衣水镇,4
滁州,明发北站新城,9700,明发,北站新城,4
滁州,龙蟠明珠广场,17000,其他,龙蟠明珠广场,6
滁州,香江黄金时代,6900,其他,香江黄金时代,6
滁州,金地都会艺境,9000,金地,都会艺境,4
滁州,碧桂园北站华府,11000,碧桂园,北站华府,4
滁州,碧桂园北站华府翰林湾,9500,碧桂园,北站华府翰林湾,7
滁州,碧桂园玖禧澜湾,7000,碧桂园,玖禧澜湾,4
滁州,荣盛龙湾湖,7000,荣盛,龙湾湖,3
滁州,碧桂园罗马世纪城,6500,碧桂园,罗马世纪城,5
滁州,恒大湖山半岛,7000,恒大,湖山半岛,4
滁州,荣盛锦绣观邸,7300,荣盛,锦绣观邸,4
滁州,博世花园,5480,其他,博世花园,4
滁州,碧桂园翡丽庄园,15000,碧桂园,翡丽庄园,4
滁州,力高天宫君逸府,7500,其他,力高天宫君逸府,7
滁州,翡翠雅筑,11000,其他,翡翠雅筑,4
滁州,新江北中南宸悦,9000,其他,新江北中南宸悦,7
滁州,榕三宸心映月,7800,其他,榕三宸心映月,6
滁州,香江悦湖春天,9000,其他,香江悦湖春天,6
滁州,荣盛锦绣学府,价格待定,荣盛,锦绣学府,4
滁州,远东苏滁壹号,7500,其他,远东苏滁壹号,6
滁州,文德春江悦府,8200,其他,文德春江悦府,6
滁州,碧桂园北站华府天悦湾,价格待定,碧桂园,北站华府天悦湾,7
滁州,碧桂园北岸世家,6500,碧桂园,北岸世家,4
滁州,雅居乐林语城,价格待定,雅居乐,林语城,3
长沙,碧桂园城市之光,6588,碧桂园,城市之光,4
长沙,中南国际眼镜城,12000,其他,中南国际眼镜城,7
长沙,中交牛津街,17000,中交,牛津街,3
长沙,华润翡翠府,11000,华润,翡翠府,3
长沙,美的翰城,6200,其他,美的翰城,4
长沙,海洋半岛,9500,其他,海洋半岛,4
长沙,五一钻界海上银座,14879,其他,五一钻界海上银座,8
长沙,上园,12000,其他,上园,2
长沙,明发国际城,价格待定,明发,国际城,3
长沙,阳光城尚东湾,价格待定,阳光城,尚东湾,3
长沙,梅溪鑫苑名家,26000,其他,梅溪鑫苑名家,6
长沙,五江天街,11800,其他,五江天街,4
长沙,天鸿中央大院,12500,其他,天鸿中央大院,6
长沙,金科世界城,27000,金科,世界城,3
长沙,澳海谷山府,8700,其他,澳海谷山府,5
长沙,浏阳碧桂园,6000,碧桂园,浏阳,2
长沙,富兴旺角,18000,其他,富兴旺角,4
长沙,恒大揽湖苑,7700,恒大,揽湖苑,3
长沙,绿城高尔夫小镇,15000,绿城,高尔夫小镇,5
长沙,雅居乐依云小镇,5000,雅居乐,依云小镇,4
长沙,钱隆国际,42000,其他,钱隆国际,4
长沙,丽发新城,8200,其他,丽发新城,4
长沙,深业堤亚纳湾,8900,其他,深业堤亚纳湾,6
长沙,卢浮原著,8300,其他,卢浮原著,4
长沙,金桥国际,13000,其他,金桥国际,4
长沙,长沙渔人码头,70000,其他,渔人码头,4
长沙,湘江壹号,12500,其他,湘江壹号,4
长沙,春和景园,45000,其他,春和景园,4
长沙,福天藏郡,12000,其他,福天藏郡,4
长沙,华谊兄弟电影小镇,价格待定,其他,华谊兄弟电影小镇,8
长沙,第一湾,13000,其他,第一湾,3
长沙,湾田国际,6500,其他,湾田国际,4
长沙,蔷薇国际,8800,其他,蔷薇国际,4
长沙,富兴世界金融中心,20000,其他,富兴世界金融中心,8
长沙,橘郡青竹湖,价格待定,其他,橘郡青竹湖,5
长沙,宁华星湖湾,26000,其他,宁华星湖湾,5
长沙,凯乐微谷,12800,其他,凯乐微谷,4
长沙,怡海星城,6450,其他,怡海星城,4
长沙,协信星澜汇,30000,其他,协信星澜汇,5
长沙,长沙华创国际广场,20000,其他,华创国际广场,6
长沙,凯乐缤纷广场,18800,其他,凯乐缤纷广场,6
长沙,中隆国际嘉熙中心,20000,其他,中隆国际嘉熙中心,8
长沙,武广新都城,25000,其他,武广新都城,5
长沙,福晟国际金融中心,18000,其他,福晟国际金融中心,8
长沙,滨江金融中心,18000,其他,滨江金融中心,6
长沙,长沙西中心,13500,其他,西中心,3
长沙,楷林国际,20000,其他,楷林国际,4
长沙,长房时代城,14000,其他,长房时代城,5
长沙,大唐印象,12800,其他,大唐印象,4
长沙,金霞跨境产贸城,7200,其他,金霞跨境产贸城,7
长沙,长城万富汇,11000,其他,长城万富汇,5
长沙,中茂城,50000,其他,中茂城,3
长沙,德思勤城市广场,18000,其他,德思勤城市广场,7
长沙,复地星光天地,价格待定,其他,复地星光天地,6
长沙,汇一广场,22000,其他,汇一广场,4
长沙,中海新城熙岸,16000,中海,新城熙岸,4
长沙,东盈商业广场,16000,其他,东盈商业广场,6
