city,name,price
北海,嘉和海湾,11000
北海,大都金沙湾,5300
北海,中港城长沙湾,6800
北海,皇家海湾公馆,13800
北海,北部湾壹号,11000
北海,德宝海上邱园,9500
北海,东投海玥府,7700
北海,壹海江山,13000
北海,银滩万泉城,7100
北海,中信国安北海第一城翡丽湾,9500
北海,碧海华府,6150
北海,阳光城悦江海,6288
北海,北海来康郡,8200
北海,港鹏龙湖湾,4200
北海,中电都会中心,25000
北海,蜀海善府,5800
北海,北海花漾里,7500
北海,中梁国宾一号,4100
北海,北海花漾里,7500
北海,向海金融城,8500
北海,海映长滩,7000
北海,交投碧桂园海上星辰,5800
北海,金滩郡,6200
北海,龍胤银滩天际,8800
北海,明业海逸豪园,13500
北海,银滩南星广场,10000
北海,银滩南星广场,10000
北海,柏悦小镇,3500
北海,金领家园,5500
北海,朗庭,6800
北海,金泰花园B区三期,4300
北海,交投碧桂园海上星辰,10000
北海,新洲国际商博城,5400
北海,铜锣湾,6350
北海,钦州湾·观海湾,6500
北海,贵玉苑,5500
北海,穗丰金湾,7000
北海,兆信金悦湾,12000
北海,兆信·禧悦湾,12000
北海,嘉和万世,7100
北海,北部湾国际公馆,6800
北海,富景花园,7350
北海,桐洋盛世花园,6700
保亭,泰鑫花园,价格待定
保亭,壹山郡,92-190
保亭,保元18°花园,20100
保亭,金祥·万卷山,68-177
保亭,那香山,80000
北京,合生me悦,65000
北京,观唐云鼎,30000
北京,运河铭著,49000
北京,万年广阳郡九号,50000
北京,首开璞瑅公馆,106000
北京,华远裘马四季,55000
北京,御汤山熙园,40000
北京,华远和墅,54000
北京,天资华府,38000
北京,檀香府,45000
北京,韩建·观山源墅,40000
北京,北辰墅院1900,42000
北京,北科建泰禾丽春湖院子,50000
北京,香江别墅,39300
北京,绿地海珀云翡,65000
北京,都丽华府,29000
北京,中粮京西祥云,58000
北京,燕西华府,42000
北京,紫辰院,128000
北京,兴创荣墅,23000
北京,温哥华森林,43478
北京,润泽御府,110000
北京,中骏西山天璟,65000
北京,炫立方,30000
北京,燕西华府,52000
北京,京西悦府,33000
北京,福景苑,83000
北京,K2十里春风,24500
北京,K2十里春风,28000
北京,远洋新天地,25000
北京,北京书院,150000
北京,万科弗农小镇,25000
北京,首开保利欢乐大都汇,65000
北京,顺鑫颐和天璟,33000
北京,誉天下盛寓,65000
北京,奥园雲水院,22000
北京,北京城建北京合院,47000
北京,珠光御景西园,39000
北京,北京城建北京合院,45000
北京,金隅花石匠,51000
北京,天润福熙大道,110000
北京,京贸国际公馆,64000
北京,京贸国际城·峰景,68000
北京,旭辉城,28500
北京,檀香府,43000
北京,中海丽春湖墅·合院,36000
北京,泰禾金府大院,75000
北京,金樾和著,34000
北京,和棠瑞著,19000
北京,中海云筑,37000
北京,中海云筑,37000
北京,远洋五里春秋,52024
北京,华萃西山,48000
北京,住总正华·时代广场,55000
北京,京西悦府,50000
北京,中粮天恒天悦壹号,85000
北京,中海云熙,37000
北京,海晏春秋,52449
北京,京投发展·锦悦府,25607
北京,远洋五里春秋,52024
北京,林肯时代,42000
北京,金地·大湖风华,33000
北京,龙湖熙湖悦著,37000
北京,北京华发中央公园,41000
北京,建邦·顺颐府,55583
北京,葛洲坝中国府,135000
北京,华萃西山,52000
北京,北京东湾,69600
北京,天恒世界集,55000
北京,富兴首府,85000
北京,中铁诺德阅墅,62000
北京,金地·大湖风华,39000
北京,懋源·璟岳,140000
北京,合景泰富天汇,33000
北京,水岸雁栖,36000
北京,懋源·璟玺,86000
北京,万科雲庐,39000
北京,北京城建宽院国誉府,31000
北京,北京城建宽院国誉府,31000
北京,中国铁建澜廷墅,32000
北京,禹洲朗廷湾,52508
北京,金茂北京国际社区,32000
北京,住总如院,22728
北京,泰晤士印象二期,28000
北京,建邦·顺颐府,55583
北京,和悦春风,37000
北京,阳光城溪山悦,25000
北京,长安九里,52000
北京,金禧璞瑅,47000
北京,金禧璞瑅,36000
北京,熙悦天寰,58000
北京,中骏云景台,28000
北京,禧瑞金海,22000
北京,禧瑞金海,22000
北京,中国铁建澜廷墅,28000
北京,中建国望府,2435-3783
北京,北科建·翡翠华府,36800
北京,保利绿城·和锦诚园,63000
北京,金悦郡,40000
北京,北京庄园,7682-18000
北京,路劲·御合院,29000
北京,熙红印,64400
北京,鑫苑·盛世天玺,63000
北京,中海甲叁號院,109000
北京,熙悦宸著,64400
北京,北京壹号总部,28000
北京,住总兴创如遇,27000
北京,中海寰宇视界,58000
北京,国祥府,28000
北京,懿府时光里,29700
北京,天樾书院,40000
北京,中海首开拾光里,70000
北京,长海御墅,15000
北京,华樾国际领尚,71000
北京,世茂北京天誉,120000
北京,航城壹号,33000
北京,鸿瑞西峰·溪悦府,45000
北京,长城璞院,20000
北京,迈宇平墅,34000
北京,玖瀛府,48000
北京,国誉万和城,82000
北京,中国铁建·梧桐浅山,15000
北京,路劲御和府,42000
北京,葛洲坝中国府,115000
北京,路劲·御合院,26500
北京,中海京叁號院,70000
北京,龙湖云河砚,38500
北京,龙湖云河砚,38500
北京,公园都会,39000
北京,北京风景,43000
北京,艾迪公园,26000
北京,傲云,100000
北京,西山相府,58000
北京,傲云,100000
北京,金地璟宸,41000
北京,长安悦玺,79500
北京,天资陸号院,39000
北京,朝阳一墅,65000
北京,香溪家园,47500
北京,春和景明,69600
北京,中建·长安麓府,58000
北京,招商中建顺义臻珑府,40000
北京,保利锦上,71000
北京,金隅花石匠二期西区,43000
北京,龙樾合玺,88000
北京,金融街武夷·融御（二期）,66000
北京,和光瑞府,62000
北京,青云上府,66120
北京,和光悦府,88000
北京,西甲时代中心,27000
北京,馥郁苑二期,35800
北京,朝阳壹号,71000
北京,国祥雲著,28000
北京,和锦华宸,39000
北京,和悦璞云,30000
北京,中骏金辉未来云城,53000
北京,远洋源山春秋,93000
北京,德贤华府,57000
北京,远洋源山春秋,93000
北京,德贤御府,80000
北京,国风金海,18900
北京,北清云际,62000
北京,绿城沁园,65000
北京,建发·望京养云,70400
北京,国誉未来悦,56000
北京,金地北京壹街区,45000
北京,熙悦晴翠,68000
北京,奥森春晓,63000
北京,越秀天恒.怀山府,36000
北京,西山金茂府,55000
北京,熙悦雲上,65000
北京,碧桂园·和世界,58000
北京,中绿东岳府,71000
北京,京能丽墅,29000
北京,龙湖北辰揽境,56000
北京,悦谷新城,20000
北京,中建宸庐云起,40000
北京,中昂时代广场,35000
北京,柏林郡,75000
北京,翡翠西湖,37000
长春,青阳华府,9500
长春,嘉惠燕京十里,6000
长春,长春国际影都,8900
长春,兆丰青年路玖号,8500
长春,宏运置地幸福美郡,5100
长春,栖乐荟硅谷智造,11000
长春,万龙银河城北区,7300
长春,晟鑫康诗丹郡,12500
长春,德辉首府,9000
长春,万科翡翠滨江,12000
长春,亚泰山语湖,16000
长春,中海盛世城,9500
长春,中海龙玺,10500
长春,华润置地万象府,12000
长春,华方状元府,8000
长春,明宇金融广场,8000
长春,新星宇·摩登公园,9600
长春,良品柏宏·筑福里,9300
长春,国信南山,11000
长春,保利溪湖林语,12500
长春,高新君園,10500
长春,大众置业春江明月,12000
长春,新星宇裕府,8500
长春,雨润星雨华府,6900
长春,中海尚学府,9500
长春,宝裕悦兰湾,11500
长春,碧桂园雲鼎,15000
长春,天茂湖,16000
长春,吴中桃花源,13500
长春,御翠湾,12000
长春,嘉惠燕京府,13500
长春,万科惠斯勒小镇,11000
长春,金越逸墅蓝湾,11500
长春,新星宇之悦,11000
长春,上东城市之光,16000
长春,上东城市之光,12000
长春,万星北城上院,8800
长春,澳海富春山居,12500
长春,新星宇和悦,9700
长春,保利净月和府,10500
长春,御翠园,9000
长春,御翠园,12000
长春,融创洋浦壹號,8500
长春,中海閲麓山,13500
长春,长安里,13000
长春,中国铁建西派唐颂,13500
长春,长春国际金融中心,26000
长春,长春国际金融中心,30000
长春,万科·溪望,12000
长春,红星·观棠源筑,8600
长春,华润置地公元九里,8800
长春,力旺·孔雀林,9500
长春,信达·万科翡翠学院,15000
长春,世茂莲花山小镇,10500
长春,君地天城,8400
长春,君地天城,6000
长春,国信·南山翰林府,9300
长春,国信净月府,14700
长春,御翠湾,13000
长春,新星宇·诗书世家,10500
长春,华润崑崙御,11600
长春,长春远大购物广场,13000
长春,融汇中央广场,11500
长春,龙腾·香格里,8600
长春,绿地金成汇,16000
长春,希派创意城,11000
长春,魔力PARK,12000
长春,金盛九里新城,8500
长春,吴中姑苏院,15000
长春,阳光硅谷,9300
长春,倚澜观邸,13500
长春,倚澜观邸,9500
长春,垠禄新界,14000
长春,垠禄新界,13000
长春,吴中尚玲珑,17000
长春,万盛珑玺,9000
长春,力旺新大麓,7800
长春,国信净月府,14500
长春,天禄·金典名城,9000
长春,中海·玺悦,12000
长春,保利·和光尘樾,11500
长春,南郡·瀚府,11000
长春,融汇中央广场公寓,8000
长春,恒居壹号,5100
长春,华大城,8500
长春,亚泰IN拾光,9500
长春,金地风華雅筑,13400
长春,万科金域蓝湾,12500
长春,富诚·尚品,4900
长春,中东港,9400
长春,硅谷京苑,5000
长春,力旺中车城,7500
长春,顺达·理想城,4800
长春,双泽 润和园,6300
长春,华源公园1号三期,8350
长春,岭城一号,4600
长春,万晟新阳光,4800
长春,碧桂园·星钻,9000
长春,新大赛维利亚小镇,5500
长春,中顺南苑,13500
长春,塞纳阳光F区,8300
长春,书香蓝郡,5300
长春,金地·江山風華,12500
长春,力旺·孔雀林,10500
长春,城开泰和嘉园,15000
长春,天泽凯旋华府,9000
长春,嘉惠九里,12000
长春,万龙国际城三期,9600
长春,兆丰青年路玖号,13500
长春,澳海澜郡B区,7500
长春,阳光庄园,6500
长春,融创洋浦壹號,17500
长春,万龙银河城北区三期,16000
长春,华西御园,14000
长春,祥和家园,4300
长春,保利净月和府,15500
长春,保利天誉,14500
长春,力旺·林溪湖,10000
长春,万科向日葵小镇,7500
长春,珍珠公馆,18000
长春,金地名著,11000
长春,天泽教育城,8500
长春,旭辉理想城,8500
长春,复地·卡伦湖生态城,6500
长春,国泰·Rio Mall,11500
长春,中铁城,9500
长春,龙湖·天宸原著,14500
长春,学府·桃源里,5200
长春,招商学府1872,12000
长春,碧桂园时代之光,8500
长春,保利时光印象,13000
长春,大禹华邦,8300
长春,新星宇·金麟府,11500
长春,中铁逸境,9500
长春,上东城市之光,7500
长春,阳光一品,6600
长春,青怡坊雲琅,8700
长春,万科星光城,10000
长春,尚德·华樾,4500
长春,顺达·书香苑,4600
长春,江南公馆,5500
长春,香港城,8600
长春,书香蓝郡东苑,5300
长春,云邸,12000
长春,龙腾英才时代,8600
长春,华润置地紫境,12500
长春,保利云上,14500
长春,中顺碧水园,16500
长春,水韵铭城,5200
长春,大众置业湖滨公园壹号二期御湖,11500
长春,中东红街,13000
长春,龙湖 中铁建·云璟,13500
长春,嘉惠喜山,8500
长春,万龙净月上院,12000
长春,保利天汇,12500
长春,新星宇·揽悦,12000
长春,万龙建阳府,12000
长春,宝新财富中心,19000
长春,晰晰悦府,12000
长春,力旺·荣禧,7200
长春,龍府·御澋園,5400
长春,万星北城上院,11500
长春,高新嘉悦,6300
长春,中邑华章,10500
长春,融创大河宸院,11500
长春,万科溪望荟,12000
长春,金地·时代中心,7500
长春,国泰·云禧,9000
长春,中邑尚都城,8500
长春,中海云麓公馆,15000
长春,万隆伟业京学府,5000
长春,龙湖舜山府,14200
长春,保利拾光年,11300
长春,阳光美湖天地新都,7890
长春,华润中心,17000
长春,吴中凯旋府,7888
长春,保利阅云台,9800
长春,吉盛碧海华庭·滟澜山,4850
长春,天茂未来城,7500
长春,华润置地·大江玖悦,10500
滁州,中州国际广场,14000
滁州,碧桂园欧洲城,7800
滁州,碧桂园晚亭印象,5800
滁州,滁州碧桂园十里春风,6000
滁州,富力乌衣水镇,6800
滁州,明发北站新城,9700
滁州,龙蟠明珠广场,17000
滁州,香江黄金时代,6900
滁州,金地都会艺境,9000
滁州,碧桂园北站华府,11000
滁州,碧桂园北站华府翰林湾,9500
滁州,碧桂园玖禧澜湾,7000
滁州,荣盛龙湾湖,7000
滁州,碧桂园罗马世纪城,6500
滁州,恒大湖山半岛,7000
滁州,荣盛锦绣观邸,7300
滁州,博世花园,5480
滁州,碧桂园翡丽庄园,15000
滁州,力高天宫君逸府,7500
滁州,翡翠雅筑,11000
滁州,荣盛锦绣观邸,6500
滁州,新江北中南宸悦,9000
滁州,榕三宸心映月,7800
滁州,香江悦湖春天,9000
滁州,荣盛锦绣学府,价格待定
滁州,远东苏滁壹号,7500
滁州,荣盛锦绣观邸,6500
滁州,文德春江悦府,8200
滁州,碧桂园北站华府天悦湾,价格待定
滁州,碧桂园北岸世家,6500
滁州,雅居乐林语城,价格待定
长沙,碧桂园城市之光,6588
长沙,中南国际眼镜城,12000
长沙,中交牛津街,17000
长沙,华润翡翠府,11000
长沙,美的翰城,6200
长沙,海洋半岛,9500
长沙,五一钻界海上银座,14879
长沙,上园,12000
长沙,明发国际城,价格待定
长沙,阳光城尚东湾,价格待定
长沙,梅溪鑫苑名家,26000
长沙,五江天街,11800
长沙,天鸿中央大院,12500
长沙,金科世界城,27000
长沙,澳海谷山府,8700
长沙,浏阳碧桂园,6000
长沙,富兴旺角,18000
长沙,恒大揽湖苑,7700
长沙,阳光城尚东湾,28500
长沙,绿城高尔夫小镇,15000
长沙,雅居乐依云小镇,5000
长沙,钱隆国际,42000
长沙,丽发新城,8200
长沙,深业堤亚纳湾,8900
长沙,卢浮原著,8300
长沙,金桥国际,13000
长沙,长沙渔人码头,70000
长沙,湘江壹号三期,12500
长沙,上园,13000
长沙,春和景园,45000
长沙,福天藏郡,12000
长沙,华谊兄弟电影小镇,价格待定
长沙,第一湾,13000
长沙,湾田国际,6500
长沙,蔷薇国际,8800
长沙,富兴世界金融中心,20000
长沙,明发国际城,7150
长沙,橘郡青竹湖,价格待定
长沙,宁华星湖湾,26000
长沙,凯乐微谷,12800
长沙,怡海星城,6450
长沙,协信星澜汇,30000
长沙,中部智谷产业园,7500
长沙,长沙华创国际广场,20000
长沙,凯乐缤纷广场,18800
长沙,中隆国际嘉熙中心,20000
长沙,武广新都城,25000
长沙,福晟国际金融中心,18000
长沙,福晟国际金融中心,价格待定
长沙,滨江金融中心,18000
长沙,长沙西中心,13500
长沙,楷林国际,20000
长沙,绿地中心,16000
长沙,长房时代城,14000
长沙,长房时代城,23000
长沙,大唐印象,12800
长沙,金霞跨境产贸城,7200
长沙,长城万富汇,11000
长沙,中茂城,50000
长沙,德思勤城市广场,18000
长沙,复地星光天地,价格待定
长沙,汇一广场,22000
长沙,中海新城熙岸,16000
长沙,东盈商业广场,16000
长沙,汇景发展环球中心,21000
长沙,永实蔷薇国际,8600
长沙,乾源国际广场,45000
长沙,中央美郡,20000
长沙,九峰远见,价格待定
长沙,卢浮原著,8000
长沙,九峰远见,11000
长沙,永实蔷薇国际,15800
长沙,北辰中央公园,12500
长沙,明昇壹城,13000
长沙,城市时光商业广场,20000
长沙,天心白沙里,20000
长沙,天心白沙里,19999
长沙,和泓融成府,8900
长沙,碧水龙庭,9500
长沙,橘郡礼顿山,10900
长沙,绿城青竹园,27800
长沙,盈峰翠邸,13680
长沙,学林西岸,7800
长沙,华远华中心,17000
长沙,华远华时代,18000
长沙,湘粮国际广场,6800
长沙,新华联梦想城,30000
长沙,麦芒国际,7500
长沙,麦芒国际,7988
长沙,湖湘中心樾山公馆,20000
长沙,润和国际广场,11500
长沙,新华联铜官窑,12000
长沙,新华联铜官窑,28000
长沙,万润·滨江天著,10300
长沙,和泓桃李春风,14500
长沙,金科集美天辰,9200
长沙,嘉宇北部湾,6900
长沙,中国铁建洋湖壹品,12500
长沙,澳海望洲府,8000
长沙,北辰三角洲,16000
长沙,北辰三角洲,18500
长沙,金鹰商业广场,8000
长沙,长沙院子,12000
长沙,美的梧桐庄园,11500
长沙,帝辰金缇水郡,6580
长沙,长沙融创城,6600
长沙,恒基旭辉湖山赋,9800
长沙,绿地长沙城际空间站,11800
长沙,光明碧桂园培文府锦园,7400
长沙,恒泰湘壹府,7800
长沙,旺德府恺悦国际,13800
长沙,富兴悦府,22000
长沙,敏捷珑玥府,6500
长沙,环亚高铁芯城,9600
长沙,阳光城檀悦,18000
长沙,中一鲲出,22000
长沙,鑫远·紫樾香山,13600
长沙,中天星耀城,12000
长沙,中建璟和城,10000
长沙,安沙国际建材城,15000
长沙,红星国际公寓,9000
长沙,世茂铂曼,15000
长沙,旺德府恺悦国际,40000
长沙,新力铂园,14500
长沙,富兴时代公寓,13000
长沙,中建悦和城,8300
长沙,碧桂园荟隽棠,10500
长沙,五江天街碧桂园印象,8200
长沙,世景国际广场,9500
长沙,泰禹雅鲤,25000
长沙,藏珑湖上公馆,14500
长沙,润和国际广场,35000
长沙,长城万悦汇,11000
长沙,美来美城市广场,20000
长沙,亿达智造小镇,6500
长沙,碧桂园培文府御园,7500
长沙,珠江88墅,16480
长沙,湖湘中心·樾山公馆,80000
长沙,碧桂园星荟,7500
长沙,华远碧桂园海蓝城,7500
长沙,万境潇湘,12500
长沙,兴旺小爱同学,8000
长沙,城际国金公馆,12500
长沙,明珠金沙湾,6600
长沙,正荣梅溪紫阙台,13888
长沙,金地铂悦,5888
长沙,碧桂园漓湘悦,6000
长沙,润和紫郡,35000
长沙,城际国金公馆,40000
长沙,长沙雅居乐新地,6400
长沙,富力十号,11000
长沙,保利茉莉公馆,14000
长沙,润和滨江府,50000
长沙,中建嘉和城凤凰台,10200
长沙,美的翰城,22000
长沙,长房明宸府,9900
长沙,润和湘江天地,12500
长沙,旭辉美的东樾城,9635
长沙,日盛湖湘花苑,7900
长沙,长沙院子,6580
长沙,华远海蓝郡,9300
长沙,紫鑫中央广场,22000
长沙,和泓桃李春风,8500
长沙,敏捷珑玥府,7500
长沙,敏捷珑玥府,12000
长沙,南璟滨江书苑,6300
长沙,保利天禧,13500
长沙,龙湖春江悦茗,12000
长沙,长郡旁牛津街,8500
长沙,达美寰宇中心,23000
长沙,熙科梅溪半岛,20000
长沙,福晟钱隆公馆,6600
长沙,湾田望江府,6900
长沙,万润时光里,9200
长沙,启迪协信中心,14500
长沙,绿地湖湘中心,60000
长沙,长房雍景湾,12000
长沙,金茂建发观悦,16000
长沙,时代印记,14000
长沙,碧桂园星荟,18000
长沙,金钟美墅湾,5800
长沙,明城广场,8900
长沙,蓝光雍锦府,11500
长沙,世茂璀璨天城,9400
长沙,长沙平安财富中心骅悦公寓,30000
长沙,理想智慧大厦,10300
长沙,长房宁洲府,5600
长沙,湖南文化广场,24000
长沙,深业鹭栖府,13300
长沙,尚东金河湾,10800
长沙,宁乡碧桂园·滨江府,5388
长沙,长沙百联购物公园空港8号,8000
长沙,九玺铭城,11000
长沙,欣利梅溪左岸,13500
长沙,光大云启,9600
长沙,梨江鑫苑,6600
长沙,长房金阳府,5800
长沙,金富湘江悦城,10500
长沙,浏阳湾田和悦家园,6000
长沙,南崇九颂江山印,6300
长沙,湘江峯汇,10500
长沙,佳源东方璟园,8000
长沙,美的国宾府,5500
长沙,青旅金洲湖,5600
长沙,和苑天辰,7400
长沙,中梁御府,5342
长沙,浏阳美的凤凰山,5700
长沙,长房宁城府,7500
长沙,运达锦绣广场,12000
长沙,广垦华府,4900
长沙,当代府MOMΛ,14500
长沙,美的院子,5600
长沙,新城朗隽大都会,7500
长沙,湘域国际广场,6350
长沙,华润凯旋门,15800
长沙,梅溪悦章,8600
长沙,金钟美墅湾,13500
长沙,清控尖山湖,12000
长沙,星雅韵,10800
长沙,时代印记,40000
长沙,金茂建发泊悦,7800
长沙,富力芙蓉新天地,11000
长沙,长沙如院,9200
长沙,宁乡美的城,5600
长沙,旺德府万象时代,价格待定
长沙,中富航银座,价格待定
长沙,碧桂园城市之光,45000
长沙,中国铁建京师璟台,价格待定
长沙,麦芒国际,22000
长沙,保利恒伟时光印象,7100
长沙,印湘山,13000
长沙,宁乡美的院子,8000
长沙,阳光城翡丽公园,7999
长沙,印湘江,27000
长沙,桥和雅苑,5500
长沙,敬天广场,17000
长沙,环球融创会展上东区,20000
长沙,旭辉雨金广场,10900
长沙,福天星中心,6400
长沙,719街区,8000
长沙,新城恒伟汇隽风华,7800
长沙,合能枫丹宸悦,13000
长沙,青柠苑,8900
长沙,中建梅溪湖中心宝铂公馆,15500
长沙,中国铁建京师璟台,13500
长沙,大都汇二环天际,9500
长沙,新力月湖郡,13500
长沙,爱情公望府,9600
长沙,爱情公望府,17800
长沙,中交凤鸣九章,9600
长沙,世茂璀璨天城,35000
长沙,兴进珺府,9400
长沙,澳海云湘赋,8200
长沙,弘阳阳光城天宸府,14500
长沙,保利天汇,15500
长沙,中梁正荣府,9000
长沙,澳海弘阳云潇赋,10473
长沙,和泓桃李春风,25000
长沙,时代MOMΛ•云PARK,11000
长沙,京盛和府,9900
长沙,帝辰观澜荟锦,6800
长沙,华远碧桂园海蓝城,7800
长沙,荣盛锦绣学府,9300
长沙,碧桂园荟隽棠,6200
长沙,中梁信宇拾光印,7300
长沙,恒大都汇广场,价格待定
长沙,恒大时代广场,7500
长沙,恒大金融广场,1500
长沙,湘晟中央,8200
长沙,绿城美的明月江南,10500
长沙,美的正荣云樾,13800
长沙,文景领秀,9500
长沙,润和星河玥,10900
长沙,广晟·江山帝景,13400
长沙,悦海豪庭,7700
长沙,香江悦中心,6500
长沙,爱家花园,8800
长沙,保利金香槟,9600
长沙,才子城,6900
长沙,日盛湖湘府,7200
长沙,长沙奥克斯商务创汇中心,11000
长沙,佳兆业滨江四季,8300
长沙,绿地V岛,13500
长沙,港湘铂玥,7600
长沙,汉唐翰林府,9500
长沙,中国铁建湘语梅溪,9000
长沙,金地兰亭樾,7500
长沙,梦想麓隐桐溪,11000
长沙,恒大御景半岛,12000
长沙,碧桂园智慧城市,13000
长沙,大都汇天悦,13000
长沙,兴旺壹品,11200
长沙,长房明宸府,35000
长沙,润城里,5300
长沙,华远金科空港国际城,7800
长沙,华远碧桂园海蓝城二期,7500
长沙,澳海云曦赋,10600
长沙,旭辉铂宸府,12500
长沙,长沙北中心保利时代,10400
长沙,恒大江湾,12600
长沙,荟聚之光,14000
长沙,江河花楸与光,9500
长沙,招商雍山湖,15000
长沙,美的正荣云樾,22000
长沙,紫鑫中央广场(长沙县),7400
长沙,紫鑫中央广场(长沙县),7400
长沙,麓谷新干线,8500
长沙,地铁中建·江山玖樾,9800
长沙,中建亮月湖澜苑,6200
长沙,湘江颂,15000
长沙,湘江颂,16000
长沙,轨道万科悦府,14000
长沙,长房悦香山,13000
长沙,长房半岛蓝湾,25000
长沙,达美公馆,23500
长沙,上置绿洲雅宾利,9000
长沙,建发玖洲和玺,价格待定
长沙,园康云顶苑,12800
长沙,长房越秀星悦荟,13000
长沙,时代建发和著,14000
长沙,百世云境,12000
长沙,长沙奥克斯商务创汇中心,13500
长沙,江悦和鸣,15300
长沙,中建嘉和城,8500
长沙,世茂璀璨风华,16000
长沙,金地都会风華,11300
长沙,滨江学府,11000
长沙,东方红梅溪枫林,12500
长沙,碧桂园博萃梅溪,11700
长沙,龙湖江与城,13900
长沙,金茂越秀 雨花金茂智慧科学城,15000
长沙,万科森林公园,13500
长沙,长房越秀星悦荟,8300
长沙,运达中央广场三期,21800
长沙,复地滨江金融中心,13000
长沙,豪嘉兴雅府,6850
长沙,盛地领航城二期,7350
长沙,紫鑫中央广场(长沙县),22000
长沙,旭辉汇樾城,20000
长沙,国宸府,13700
长沙,佳俊万家府,11000
长沙,佳俊万家府,32000
长沙,碧桂园阅山境,14000
长沙,保利檀樾,8800
长沙,碧桂园智慧城市南地块,价格待定
长沙,辉煌时代,13000
长沙,碧桂园智慧城市南地块,13500
长沙,弘阳万侯府,6800
长沙,梦想麓隐桐溪,21000
长沙,紫鑫中央广场(长沙县),18000
长沙,中粮观澜祥云,6800
长沙,云栖国际,6180
长沙,新城朗隽大都会,4500
长沙,和苑天辰,6800
长沙,长沙世茂广场（世茂环球金融中心）,价格待定
长沙,会展三润城,8200
长沙,北控浩瀚,8400
长沙,大汉龙喜水乡(别墅),12500
长沙,和顺府,9300
长沙,金地格林都会,价格待定
长沙,南益·名士豪庭,9500
长沙,祥龙御苑,5200
长沙,大汉龙喜水乡（洋房，复式）,7300
长沙,中信城开·东宸上品,11000
长沙,碧桂园荟隽棠,42000
长沙,凯富南方鑫城,5200
长沙,蓝月谷裕源国际山庄,5200
长沙,大唐印象,23000
长沙,天鸿中央大院,12000
长沙,壹廷平层大宅,18000
长沙,紫华郡,6539
长沙,恩瑞御西湖,11500
长沙,青竹湖曦园,8200
长沙,富基世纪公园,价格待定
长沙,创世纪广场,8000
长沙,汇景发展环球中心,21000
长沙,润和城,5200
长沙,玺宇悦城国际,6100
长沙,吉润华府,4600
长沙,湘江保利时代,6500
长沙,步步高湘江湾,6000
长沙,中南国际眼镜城,10000
长沙,中海熙湾,18000
长沙,君合天玺,14000
长沙,芙蓉万国城MOMA,10000
长沙,新城和樾,9700
长沙,君悦新天地,17000
长沙,正荣悦玺,12000
长沙,佳兆业云顶梅溪湖,30000
长沙,鑫苑芙蓉鑫家,9800
长沙,金星创寓SOHO/创寓金街,6888
长沙,博长山水香颐,11000
长沙,钱隆世家,8000
长沙,湘粮国际广场,7300
长沙,金科世界城,价格待定
长沙,蓝湾国际广场,15000
长沙,可可小城,价格待定
长沙,东友星座,价格待定
长沙,奥克斯缔壹城,价格待定
长沙,潇湘奥林匹克花园,8300
长沙,水墨林溪,9000
长沙,今时艺苑,价格待定
长沙,联诚现代城,价格待定
